knowledge,freq,mean_confidence,confidence_score,job_id,source,best_future_domain,trend_label,trend_score,similarity,future_weight,job_text,review_id,human_valid,human_notes,reviewer_id
scheduling,2,0.5045,0.5045,in-752b949d027be167,BERT (standalone),Database & Systems Administration,Moderate_Growth,0.5,0.20773941,0.0,"Who We Are: Barber -OS is an all -in -one platform for barbershops—anchored by online booking & scheduling—with additional tools to help shops run and grow (e.g., client marketing, staff management, point of sale, payments, inventory, analytics).",know_72923ba4176f,,,
IT Applications,1,0.75,0.75,in-dbdc5514cc99c303,LLM,Database & Systems Administration,Moderate_Growth,0.5,0.32330132,0.1616506576538086,"This role sits within the Digital team and provides the technical depth and hands -on expertise required to maintain, optimise and evolve the Microsoft Power BI and Microsoft Fabric environments, in partnership with the firm’s Data Analytics and Insights team, Data Engineering, IT Applications and Cloud & Infrastructure.",know_3a888c777048,,,
contract,1,0.385,0.385,in-4dd4be4468b8f8b5,BERT (standalone),Advanced Communication & Collaboration,Moderate_Growth,0.4,0.21109526,0.0,"KEY RESPONSIBILITIES Collect, validate, analyse, consolidate and maintain HR, Sustainability, contract and supplier performance data. Produce dashboard reports from contract delivery data to assist contract compliance, budget and strategic reviews and trends. Build, update and maintain Power BI dashboards and reports for internal and external use. Support the production of monthly and quarterly performance reports, including HR KPIs, engagement, turnover, absence, and ESG metrics. Identify and i",know_800c327aefb3,,,
training solutions,1,0.75,0.75,in-fccebe9f39e20a5c,LLM,AI & Machine Learning,Strong_Growth,1.0,0.31116676,0.311166763305664,MAK also develops training solutions for the United States and International militaries to address individual and collective training.,know_5edd4e61d394,,,
Audit,2,0.7875,0.7875,in-9219c006480bb1ef,BERT+LLM,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.18755087,0.0,"Accountabilities: Monitoring and Analysis of Information Security Events Information Security Threat Alerting Information Security Reporting Audit, Compliance, and Oversight Services Customer Support What you will bring Certificate or degree from an accredited college or university or equivalent experience Minimum of four years experience as an Information Technology practitioner or in another I.S. related function Experience using trouble ticketing systems (e.g.",know_eda63b570db8,,,
Portfolio Management,1,0.75,0.75,in-9068e588b7dc4f2d,LLM,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.35396898,0.1946829378604889,"Principal Architect, AI Infrastructure Solovis is a leading portfolio management and analytics platform helping institutional investors navigate today’s complex global markets with clarity and confidence.",know_a15cf1ff7f22,,,
Regulation,1,0.426,0.426,in-458b010c0c4b87ff,BERT (standalone),Digital Platforms & E-commerce,Moderate_Growth,0.7,0.14842296,0.0,"Demonstrated capability in interpreting, applying, and advising on regulatory requirements. Prior experience working with usability and electrical medical devices will be considered a significant advantage for this position. Standards Knowledge: Expert understanding of international quality standards, specifically ISO 13485, Regulation knowledge: Expert understanding of international regulations, specifically FDA QSMR, MDSAP, and MDR 2017/745 (as amended). What is it like to work at Aerogen? Our",know_d60e602d0e5d,,,
water treatment projects,1,0.75,0.75,in-22fdbe0537848b26,LLM,Routine Maintenance Coding,Decline,-0.3,0.25789097,0.0,You’ll be part of a multidisciplinary team delivering integrated solutions across water and wastewater treatment projects.,know_1f55f85b25b3,,,
Walmart’s accessibility standards,1,0.75,0.75,in-8a05d38449430198,LLM,UX/UI & Digital Design,Moderate_Growth,0.55,0.16615392,0.0,The ideal candidate would have knowledge of accessibility best practices and join us as we continue to create accessible products and services following Walmart’s accessibility standards and guidelines for supporting an inclusive culture.,know_37a5c40523ca,,,
legislation covering Trafalgar Square,1,0.75,0.75,in-a6f8576a187e1494,LLM,Environmental & Sustainability Technology,Moderate_Growth,0.6,0.061812297,0.0,"The job holder will be required to qualify to become a warranted enforcement Officer in relation to the legislation covering Trafalgar Square and Parliament Square Gardens, within 4 months of commencing the role, training for this will be provided.",know_a7b8f26d6b77,,,
legislation covering Parliament Square Gardens,1,0.75,0.75,in-a6f8576a187e1494,LLM,Environmental & Sustainability Technology,Moderate_Growth,0.6,0.11726423,0.0,"The job holder will be required to qualify to become a warranted enforcement Officer in relation to the legislation covering Trafalgar Square and Parliament Square Gardens, within 4 months of commencing the role, training for this will be provided.",know_f16bcea2e13e,,,
"JS,",1,0.549,0.549,in-3a39cfdef1dc8c0a,BERT (standalone),Legacy Web Development,Decline,-0.4,0.25777483,0.0,"JS, or JavaScript. Experience with Salesforce DX, SFDX CLI, CI/CD tooling (GitHub/Bitbucket, Splunk/Sumologic) and test automation frameworks. Knowledge and understanding building APEX code/classes, triggers, integrations, Visualforce/ Lightning UI components. Experience in design and implementation of real -time and batch integration with Salesforce and other systems using REST/Bulk APIs. Experience with Agile development environments, secure coding practices and security implementations. Sales",know_b26949de1459,,,
AmazeCon,1,0.75,0.75,in-2c13c2be76b85ef4,LLM,Database & Systems Administration,Moderate_Growth,0.5,0.08242558,0.0,"Des événements et des expériences d'apprentissage toujours en cours, notamment les conférences sur la race et l'ethnicité (CORE) et AmazeCon (diversité des genres), nous incitent à ne jamais cesser de valoriser nos différences.",know_952a11fe4ee7,,,
open,1,0.559,0.559,in-ae8b8076b7ef1eed,BERT (standalone),Database & Systems Administration,Moderate_Growth,0.5,0.0963669,0.0,"Programming experience with open -source scripting and data analysis packages like Python, R is a plus. Additional Information ========================== GE Aerospace offers a great work environment, professional development, challenging careers, and competitive compensation.",know_7cef8a734855,,,
Cross,1,0.558,0.558,in-e93b7f13f10ee6f3,BERT (standalone),,,,,,"If you’re ready to learn, grow, and help shape the future of how technology empowers businesses, we’d love to meet you. Additional Skills: Accountability, Accountability, Active Learning, Active Listening, Assertiveness, Bias, Building Rapport, Buyer Personas, Coaching, Complex Sales, Creativity, Critical Thinking, Cross -Functional Teamwork, Customer Experience Strategy, Customer Interactions, Design Thinking, Empathy, Financial Acumen, Follow -Through, Growth Mindset, Identifying Sales Opportu",know_e76b449b9fc8,,,
Tuition reimbursement,1,0.75,0.75,in-277cf9b06c74153d,LLM,,,,,,"From your health to your financial wellness, there are several benefits for you and your family when joining Signature Aviation. Our Benefits: Medical/prescription drug, dental, and vision Insurance Health Savings Account Flexible Spending Accounts Life Insurance Disability Insurance 401(k) Critical Illness, Hospital Indemnity and Accident Insurance Identity Theft and Legal Services Paid time off Paid Maternity Leave Tuition reimbursement Training and Development Employee Assistance Program (EAP",know_e7d8ba2a2416,,,
Apprentissage Automatique,1,0.75,0.75,in-1dcb0afba693556f,LLM,Process Automation & RPA,Moderate_Growth,0.5,0.2971237,0.0,"Le travail à distance doit être exécutés sur le territoire du Québec. Ingénieur(e) en Apprentissage Automatique (ML Engineer) LieuQuébec ContratPermanent ou Contrat Processus Une rencontre physique dans les bureaux d’IT Link à Montréal, métro McGill.",know_b047225cbd5d,,,
absence metrics,1,0.75,0.75,in-4dd4be4468b8f8b5,LLM,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.09169423,0.0,"KEY RESPONSIBILITIES Collect, validate, analyse, consolidate and maintain HR, Sustainability, contract and supplier performance data. Produce dashboard reports from contract delivery data to assist contract compliance, budget and strategic reviews and trends. Build, update and maintain Power BI dashboards and reports for internal and external use. Support the production of monthly and quarterly performance reports, including HR KPIs, engagement, turnover, absence, and ESG metrics. Identify and i",know_a0e014ae395c,,,
culture,1,0.75,0.75,in-e5fcb146e8b9f431,LLM,Leadership & People Development,Moderate_Growth,0.55,0.1923653,0.0,"The course emphasizes global perspectives, artistic movements, design innovation, and the relationship between culture, technology, and society. ARTV 3150 – Computer Graphics II: Time and Sequence (3 credits)A studio -intensive course focused on time -based media, narrative development, and visual storytelling.",know_3f7039a836c0,,,
enterprise data platform,1,0.75,0.75,in-816ac9d92b1f2c12,LLM,,,,,,"You will: Lead data -driven solution design + deliver value -focused outcomes ️ Champion data governance, privacy + compliance frameworks Define KPIs + measure benefits realisation Guide delivery: backlog, ceremonies, stakeholder workshops, UAT Validate data integrity, quality + readiness for enterprise scale Work with technical teams to uplift our enterprise data platform Evaluate tools, tech + platforms for AA’s future data ecosystem What you’ll bring 8 + years Business Analysis with 2 + years",know_4dc0ec81b182,,,
algorithmic trading,1,0.75,0.75,in-ea2a9e0627ec4b56,LLM,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.35726672,0.1786333620548248,Soon -to -be master’s/PhD graduate or post -doc: You conduct research in a quantitative discipline and are available to join the programme in June 2026 .,know_26ff1aa143bb,,,
best practices,5,0.75,0.75,in-cf7f60dee735734d,LLM,Routine Maintenance Coding,Decline,-0.3,0.304861,-0.0914583027362823,"We are dedicated to making Google experiences centered around the user.Responsibilities -------------------- Write product or system development code. Participate in, or lead design reviews with peers and stakeholders to decide among available technologies. Review code developed by other developers and provide feedback to ensure best practices (e.g., style guidelines, checking code in, accuracy, testability, and efficiency). Contribute to existing documentation or educational content and adapt c",know_78ff65afbf92,,,
AI Powered Engineering solutions,1,0.75,0.75,in-46b87efdabab81b8,LLM,Human-AI Collaboration,Strong_Growth,0.95,0.46278763,0.4396482467651367,"You are collaborative and enjoy solving analytical problems to help our team to reach highest potential We are a team of big thinkers who are engineering the future of banking Together we will innovate the future of banking with state -of -the -art AI Powered Engineering solutions Do work that matters Retail Technology Services (RBS) provides the underpinning technology for simple, convenient and affordable banking and general insurance products and services to personal and private bank customer",know_647f2da0aad4,,,
Redistribution & Co-sell partnerships,1,0.75,0.75,in-57d70c0fd3accddf,LLM,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.28983673,0.0,"Scope and Impact: Reports into the Global Head of Partners and member of APAC SAM Leadership Team Manage Asia Partners organization to drive increased revenue growth across all Redistribution & Co -sell partnerships in region Oversees Asia Account Management team of ~6 -7 account managers Partner and align closely with Product Leadership across RI, FTSE and D &A to devise strategies and accountability for successful partnerships Lead execution of Asia Partners strategy to maximize current and fu",know_e8e70c85a4b3,,,
social media,2,0.7895,0.7895,in-49099bdcf0fb6b25,BERT+LLM,Database & Systems Administration,Moderate_Growth,0.5,0.2872013,0.0,"Experience in Red Giant and Cinema 4D or equivalent are added bonuses. You love brands and social media: you're fascinated by brands, and how they market themselves and use social media to do this. You’re a self -driven problem solver with initiative and you are proactive in navigating challenges and taking pride and ownership in your work, quality, and delivery. You’re an excellent communicator who can manage expectations and flag or anticipate potential challenges early on. You're comfortable ",know_56b7bb687185,,,
Plastics,1,0.844,0.844,in-fafd0a966425224e,BERT+LLM,Legacy Web Development,Decline,-0.4,0.20232996,0.0,"Other surgical specialties include Neurosurgery, Orthopaedics, Plastics, Vascular, Thoracics, Orology, ENT, Paediatrics, General Surgery, HPB, UGI, Endoscopy and Radiology Services. About the role Following the successful implementation of the Elective Surgery Reform Unit, Austin Health is continuing to build on these improvement and reform initiatives with the Patient Support Unit.",know_b18aa2a73591,,,
te Tiriti o Waitangi,1,0.75,0.75,in-5f1f0bf19752b894,LLM,,,,,,You will also have knowledge of te Tiriti o Waitangi (the Treaty of Waitangi) as it applies in the public sector.,know_5931ed23d3fb,,,
Amazon Web Services,1,0.822,0.822,in-6195fbab8cf1bc1f,BERT+LLM,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.28149202,0.0,"MongoDB Experience with message queue technology and design patterns 5 + years of experience with NodeJS 10 + years of experience with object -oriented languages like JavaScript, TypeScript or similar languages Familiarity with services within Amazon Web Services, i.e.",know_6beccc67ff90,,,
termination,1,0.681,0.681,in-478c98da72e69f5d,BERT+LLM,Routine Maintenance Coding,Decline,-0.3,0.14285597,0.0,"In these roles, you will take the lead or support in installing copper and fibre cabling, containment, termination, testing, labelling and documentation for structured cabling systems and related technologies (such as Wi -Fi Access Points).",know_922ba8a7dcc2,,,
Workforce planning,1,0.75,0.75,in-a334e4bb131db3c4,LLM,Routine Data Entry & Clerical,Decline,-0.6,0.3355833,-0.2013499796390533,Quantity means meeting targets set by workforce planners.,know_4d414d06d776,,,
relationship management,1,0.523,0.523,in-be694c81d73fe006,BERT (standalone),Project Management & Agile Methodologies,Moderate_Growth,0.55,0.2818437,0.0,"Synthesize feedback from stakeholders into actionable systems for developers. Cross -Functional Partnership: Collaborate with our operations teams to own partnerships with cross -functional teams, excelling in relationship management and delivery. Problem Solving and Risk Management: Be an excellent observer and proactive problem solver, maintaining an outstanding risk register and identifying risks early to remove roadblocks and potential bottlenecks.",know_e6cbde4277ba,,,
Compliance requirements,1,0.75,0.75,in-d6e9acaa1b4e40e7,LLM,Routine Data Entry & Clerical,Decline,-0.6,0.3051487,-0.1830892145633697,Strong understanding of how to secure AWS environments and meet compliance requirements.,know_9db638cb249c,,,
Surface de vente,1,0.75,0.75,in-51094d1568950e3c,LLM,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.093083456,0.0,"Dans ce rôle, vous jouerez un rôle crucial dans le maintien de l'inventaire, en soutenant la surface de vente et en aidant à créer une expérience de magasinage sans heurts pour nos clients.",know_b76446c9ce74,,,
MLOps,2,0.7975,0.7975,in-59f89f855608fde0,BERT+LLM,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.31086692,0.2642368838191032,"You're comfortable building rapid prototypes and iterating on proofs -of -concept to find the best path forward. Clear Communicator: You can articulate complex technical ideas and proposals, fostering open and productive design discussions. --------------------------------------------------------------------------------------------------------------------------------------- Bonus Nice to Haves Experience with our core stack: Databricks, Spark, Kafka, Airflow, Temporal, or dbt. Hands -on experien",know_895a85fc0a1a,,,
enterprise security solutions,1,0.842,0.842,in-8ad8e7c8de4037c3,BERT+LLM,Cybersecurity,Strong_Growth,0.9,0.3662323,0.3296090751886368,"When we feel supported in the workplace and at home, there’s nothing we can’t achieve in the cloud. BASIC QUALIFICATIONS ------------------------ Experience as a technical Security consultant with hands -on technical expertise in building AWS cloud security capabilities in code and deploying infrastructure in code Implementation experience with enterprise security solutions such as WAF, IPS, Anti -DDOS, and SIEM Experience in supporting internal and external customers.",know_30a87e3f2099,,,
clinical trials,2,0.845,0.845,in-e03357f052aa5454,BERT+LLM,Quality Assurance & Testing,Moderate_Growth,0.55,0.13130201,0.0,"The data analyst will be responsible for deeply understanding PAIR’s study protocols and translating that understanding into the creation of appropriately structured analytic files, queries and data collection tools.",know_35e4afaac52a,,,
DAK Stats,1,0.75,0.75,in-b4f9841b07b7ce9b,LLM,Big Data & Analytics,Strong_Growth,0.9,0.14912441,0.0,"Work closely with the in game entertainment team to brainstorm and develop graphics and other assets. Assist in the overall production setup, maintenance and breakdown of production equipment, including: + JVC ENG Professional Cameras + NewTek TriCaster and 3Play systems + Daktronics Display Studio and Content Creator + DAK Stats / PointStreak Stats / Trackman Systems A basic knowledge or foundation of production equipment is a plus but not necessary - training will be provided.",know_a3ce16e78827,,,
-production workflows.,1,0.557,0.557,in-00312d85ec873f86,BERT (standalone),Routine Maintenance Coding,Decline,-0.3,0.40934688,-0.1228040635585784,"This position is ideal for someone who thrives in a creative, fast -moving environment and is experienced with professional lighting, audio, camera systems, live -streaming setups, and post -production workflows.",know_52c46af02512,,,
ETL,6,0.7011666666666666,0.7011666666666666,in-086000ce40db58ea,BERT+LLM,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.2626296,0.0,"There’s plenty of variety and opportunity to enhance your skills. What you’ll do Build and evolve our Microsoft -centric data platform alongside internal colleagues and trusted partners. Design robust pipelines (ELT/ETL) for new data sources, and manage existing ones. Create insightful Power BI reporting, working with stakeholders to co -create the requirements. Deliver analysis that drives decisions.",know_6d60d8638479,,,
Amazon LEO,1,0.75,0.75,in-5e333e63d97f629b,LLM,Database & Systems Administration,Moderate_Growth,0.5,0.20377071,0.0,"If you are exceptionally motivated and passionate about enabling customers on Amazon LEO, then we welcome you to join us, working in a customer -obsessed environment that welcomes innovation and development of automation tools, processes, working with talented people in the industry to make the Amazon LEO goal a reality.",know_38d907683851,,,
orchestration layers,1,0.75,0.75,in-8922fb1fa43b8894,LLM,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.24533409,0.0,"Systems Architecture & Engineering Architect scalable and fault -tolerant agent infrastructures that can handle real -time workloads. Write high -performance, maintainable code in Go, Python, or TypeScript to support agent pipelines, integrations, and orchestration layers. Ensure that AI systems follow best practices for observability, testing, and performance tuning.",know_62bc7a4069f7,,,
space propulsion systems,1,0.75,0.75,in-3fe0a26b5496432d,LLM,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.16192414,0.0,Look no further! Why Join Us Placement opportunity available within our world class Environmental Test and Trials Engineering Team based in Belfast Gain exciting and relevant experience with an industry leader undergoing significant growth Learn and support from some of the best Engineers in the sector An industry leading salary and excellent employee benefits Opportunity for continued part time employment and support throughout your final year Who We Are Thales Integrated Airspace -protection S,know_08e24ccc9146,,,
XHTML,1,0.75,0.75,in-df6f85e26c061439,LLM,Legacy Web Development,Decline,-0.4,0.24899282,0.0,"Our multi -year vision is to build a comprehensive, single source of truth finance data platform for AWS that automates repetitive data sourcing, data validation, and reporting processes to free finance users to spend more time performing complex analyses, supporting business decisions, and telling the story.BASIC QUALIFICATIONS ------------------------ 3 + years of delivering design solutions as a UX designer or interaction designer experience Have an available online portfolio PREFERRED QUALIF",know_24622bc5e4a4,,,
business analytics,1,0.75,0.75,in-879b2fe47e1fbc66,LLM,Big Data & Analytics,Strong_Growth,0.9,0.42700654,0.3843058884143829,"Partners with clinical leaders to optimize clinical workflows within the Hospital's EHR for efficiency. –Supervises, mentors, and evaluates visual, data, and business analytics staff to ensure high performance and professional growth.",know_2f5662c3279d,,,
Visio,1,0.398,0.398,in-deb73d430b786346,BERT (standalone),AI & Machine Learning,Strong_Growth,1.0,0.15472484,0.0,"Infrastructure Design Services' primary deliverable is the TAD (Technical Architecture Document) which details the infrastructure design for the application, platform or system.",know_5f5736b60a26,,,
Rest API,1,0.844,0.844,in-18d58b2611b20352,BERT+LLM,Software Development & Engineering,Moderate_Growth,0.65,0.18125148,0.0,"Key Responsibilities Develop and maintain full -stack solution using Java (Spring Boot, GraphQL, Rest API, Kafka) and Angular. Ensure proper ingestion, curation, storage, and management of data to meet business needs. Write and execute unit, performance, and integration tests. Collaborate with cross -functional teams to solve complex data challenges. Closely work with users to gather the requirements and convert them into an actionable plan.",know_d846e7222d58,,,
Technical Architecture Document,1,0.75,0.75,in-deb73d430b786346,LLM,UX/UI & Digital Design,Moderate_Growth,0.55,0.37177876,0.2044783160090446,"Infrastructure Design Services' primary deliverable is the TAD (Technical Architecture Document) which details the infrastructure design for the application, platform or system.",know_b5204949384a,,,
lead generation,1,0.802,0.802,in-15bd4db408123391,BERT+LLM,Leadership & People Development,Moderate_Growth,0.55,0.29635668,0.0,"This role bridges creative marketing with AI, focusing on building smart systems for content creation, lead generation, and analytics in the wildlife management sector.",know_f5f2b13c5b45,,,
CADD techniques,1,0.75,0.75,in-b608315da704076b,LLM,UX/UI & Digital Design,Moderate_Growth,0.55,0.23938838,0.0,"OpenMM, GROMACS, MDAnalysis, PyMOL). Experience applying machine learning (especially deep learning, GNNs, or generative models) to chemical or biological data. Knowledge of advanced CADD techniques such as Free Energy Perturbation (FEP), docking, pharmacophore modeling, or quantum mechanics (QM). Familiarity with DevOps practices and Infrastructure as Code tools (e.g., AWS CDK, Terraform). A portfolio of projects or open -source contributions demonstrating your skills in scientific software dev",know_c2aa375c0e30,,,
real-time data pipelines,1,0.75,0.75,in-48d18e48648d60a1,LLM,Big Data & Analytics,Strong_Growth,0.9,0.34923714,0.3143134295940399,"What You'll Do Work on our infrastructure together with the squad, making it reliable and efficient while delivering value to data producers and consumers within Spotify. Build large -scale Java and Apollo based backend systems and batch and real -time data pipelines with data processing frameworks like Scio and Apache Beam. Take an active part in the operational responsibilities for our own infrastructure Work in an autonomous, multi -functional agile team and collaborate with other squads in o",know_a0d0eb0d75ec,,,
structural integrity,1,0.801,0.801,in-d5f9731897feb961,BERT+LLM,Legacy Web Development,Decline,-0.4,0.23893788,0.0,"You will need to work in Singapore. Design and Implement overall Mechanical Systems of Autonomous Platforms: Hovering Autonomous Underwater Vehicle (HAUVs) Design of mechanical components, mechanisms and electronics housings in CAD. Conduct Finite Element Analysis Simulation on design components for structural integrity and stress failure assessment. Drafting of 2D drawings for fabrication and assembly. Assembly and testing of designed mechanical components in the workshop and testing in real wo",know_5f2385225cae,,,
NNSA SD 206.2,1,0.75,0.75,in-f9b270a51d2e324c,LLM,Database & Systems Administration,Moderate_Growth,0.5,0.08437691,0.0,"Ability to obtain a HSPD -12 Personal Identity Verification credential under the Department of Energy Order 206 .2, ‘ Identity, Credential, and Access Management ,’ and Supplemental Directive NNSA SD 206 .2, ‘ Implementation of Personal Identity Verification for Uncleared Contractors .’ MSTS is an Equal Opportunity Employer.",know_75e152f4e5e4,,,
message queues,1,0.841,0.841,in-94c8e798911e3470,BERT+LLM,Database & Systems Administration,Moderate_Growth,0.5,0.25805414,0.0,"PREFERRED EDUCATION: Bachelor’s degree in computer science, Engineering, or a related field. 5 + years of software development experience, with at least 3 years of hands -on MuleSoft development. Strong knowledge of MuleSoft Anypoint Platform, including Anypoint Studio, API Manager, Runtime Manager. Proficiency in RAML/OpenAPI, DataWeave (Mule Expression Language), and MUnit testing framework. Experience with RESTful APIs, JSON, XML, JMS, and message queues. Familiarity with CI/CD tools (e.g., J",know_913382633730,,,
AI systems,1,0.75,0.75,in-8922fb1fa43b8894,LLM,AI & Machine Learning,Strong_Growth,1.0,0.4886387,0.488638699054718,"Systems Architecture & Engineering Architect scalable and fault -tolerant agent infrastructures that can handle real -time workloads. Write high -performance, maintainable code in Go, Python, or TypeScript to support agent pipelines, integrations, and orchestration layers. Ensure that AI systems follow best practices for observability, testing, and performance tuning.",know_e3774e2bf112,,,
CI,9,0.557888888888889,0.557888888888889,in-68c8bc8b4022b6bd,BERT (standalone),Human-AI Collaboration,Strong_Growth,0.95,0.24162039,0.0,"We don’t expect you to know them all but experience or exposure with some of these (or equivalents) will set you up for success in this team; Backend: .NET, C #, or willingness to learn Frontend: React.js, Next.js, Angular.js Architecture: Deep expertise in Microservices, GraphQL (Apollo), RESTful APIs, and domain -driven design. CI/CD: GitHub Actions, Jenkins, Bitbucket Pipelines, Gitlab Runners. Cloud knowledge with AWS Containerization using docker or kubernetes GenAI Studio(Copilot/RooCode/C",know_3ba0f40775d6,,,
Construction oversight,1,0.75,0.75,in-284aea3683ea74a5,LLM,Routine Maintenance Coding,Decline,-0.3,0.18048668,0.0,"The Construction Oversight Manager will be responsible for the construction element of multiple projects at the Eunice, NM site.",know_327acdd09376,,,
system documentation,1,0.75,0.75,in-96f2f1e631de2586,LLM,Routine Maintenance Coding,Decline,-0.3,0.3404745,-0.1021423459053039,"Maintain testing documentation and ensure compliance with quality standards. f) V endor Management & Documentation Liaise with external vendors for system documentation, particularly for NParks central system(s) and related technologies.",know_8b86ff5dc293,,,
digital transformation,3,0.75,0.75,in-697d3d5533d10212,LLM,Technological Literacy & Digital Fluency,Strong_Growth,0.85,0.37218332,0.31635582447052,"With offices in Dublin, Belfast, Cologne and across Germany, 300 + specialists help customers harness Microsoft technologies - including Dynamics 365, Power Platform, Azure and Copilot - to drive innovation, automation and operational excellence### About Codec Established over 40 years ago, Codec is a multi -award -winning Microsoft Solutions Partner, trusted by public and private sector organisations to deliver impactful digital transformation.",know_0004bc07edb4,,,
Cybersecurity programs,1,0.75,0.75,in-2650e0f960a33a06,LLM,Cybersecurity,Strong_Growth,0.9,0.5608584,0.5047725856304169,"As a cybersecurity professional in EY Singapore, you will have the chance to work with an international connected team of specialists in serving our clients through providing independent assessments or implementation of cyber solutions that contributes toward their business resilience. Core Cybersecurity - You will work with your project team and the client to execute engagements which help the client to measure the effectiveness of its cybersecurity programs, assess the cybersecurity risk of a ",know_84e63a35e6c1,,,
Antenna Power Supply and Control (APSC),1,0.75,0.75,in-a66689799bc479cf,LLM,UX/UI & Digital Design,Moderate_Growth,0.55,0.04475723,0.0,This vacancy is for a Project Engineering Lead (PEL) to lead and coordinate the engineering effort on the Antenna Power Supply and Control (APSC) within the MK 2 radar system.,know_03eb4d624516,,,
IRM,1,0.851,0.851,in-5f6b1fd17c9867d0,BERT+LLM,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.16869375,0.0,"This role is ideal for someone with hands -on ServiceNow experience who enjoys solving problems, collaborating with customers, and wants to continue growing skills across IRM/GRC and SecOps. What you’ll do Customer & Platform Support Be the first point of contact for customers using our ServiceNow apps (e.g.",know_7244d4f153c4,,,
Stats,1,0.473,0.473,in-b4f9841b07b7ce9b,BERT (standalone),Big Data & Analytics,Strong_Growth,0.9,0.20857015,0.0,"Work closely with the in game entertainment team to brainstorm and develop graphics and other assets. Assist in the overall production setup, maintenance and breakdown of production equipment, including: + JVC ENG Professional Cameras + NewTek TriCaster and 3Play systems + Daktronics Display Studio and Content Creator + DAK Stats / PointStreak Stats / Trackman Systems A basic knowledge or foundation of production equipment is a plus but not necessary - training will be provided.",know_452a7601dbc6,,,
Django,1,0.848,0.848,in-df4c58ba7dee56c3,BERT+LLM,Database & Systems Administration,Moderate_Growth,0.5,0.1794641,0.0,"You'll define the strategy and roadmap for our Python driver, integrations (such as with Django, Flask and FastAPI), and tooling, informed by the needs of the ecosystem.",know_ef0f93c83e37,,,
