knowledge,freq,mean_confidence,confidence_score,job_id,source,best_future_domain,trend_label,trend_score,similarity,future_weight,job_text,review_id,human_valid,human_notes,reviewer_id
agile practices,1,0.75,0.75,in-832889a1223dd15f,LLM,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.5685712,0.3127141654491425,"This role is not just about systems and coding - it’s about asking the right questions, understanding the problem and need, thinking outside the box, leveraging AI tools, having good agile and clean code practices, developing strong relationships and collaborating on the bigger picture. About DiUS: DiUS is an Australian B2B technology services company with an excellent reputation as a trusted consulting partner.",know_a57f4347c3fb,,,
Cloud-native solutions,1,0.75,0.75,in-6a5ccbe7d1338e4b,LLM,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.440212,0.3741802096366882,"Our cloud -native, easy -to -integrate solutions make scaling seamless.",know_15d221955cb0,,,
EIA/TIA,1,0.75,0.75,in-dd4ecd60e58e6bd0,LLM,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.15709585,0.0,"Eng, RCDD, PSP, CTS, CTS -D, MCSE, CCIE Certifications are an asset. Knowledgeable about industry standards including AVIXA, BISCI, EIA/TIA, ASIS and CSA. Strong knowledge of Microsoft Office, CAD/Revit, MS Project. Demonstrate a strong leadership qualities and ability to work independently. Demonstrate the ability to work in a complex environment, dealing with multiple projects and clients. Possess sound communication skills as demonstrated through client and staff relations. Demonstrate experi",know_15ecca1279d0,,,
in,1,0.549,0.549,in-80aa4c8b345e347c,BERT (standalone),Database & Systems Administration,Moderate_Growth,0.5,0.17997395,0.0,"Test, Debug & Document Debug firmware using lab equipment and tools such as oscilloscopes, logic analyzers, multimeters, in -circuit emulators and protocol sniffers. Create and maintain detailed technical and customer -facing documentation. Participate in detailed code reviews to ensure adherence to Aarcomm’s coding and quality standards.",know_13b5bfe96f3e,,,
pro workflows,1,0.75,0.75,in-d10d817a4109cb43,LLM,Routine Maintenance Coding,Decline,-0.3,0.34774333,-0.104322999715805,"This is a senior individual contributor role: you’ll be in the weeds with pro workflows, write the narratives and copy, and drive cross -functional campaigns.",know_44ee415d15b3,,,
Ontario,1,0.75,0.75,in-76b4dd8a1e3b013e,LLM,UX/UI & Digital Design,Moderate_Growth,0.55,0.14331418,0.0,Plan Group Inc. is currently looking for an Electrical Design Manager to join our Integrated Pursuits team in pursuing major constructions projects across Canada.,know_4a0ade8fc063,,,
solar energy,1,0.75,0.75,in-731a0a03800ca771,LLM,Environmental & Sustainability Technology,Moderate_Growth,0.6,0.24060358,0.0,"Join us and be part of our future success story. About the role ------------------ You will initially join us for the early works of the Brigalow Power Project, a proposed natural gas power station that will provide firming capacity for peak electricity demand periods and complement variable wind and solar energy.",know_a11a9b134922,,,
SAP’s,1,0.543,0.543,in-57793e22513bd508,BERT (standalone),Database & Systems Administration,Moderate_Growth,0.5,0.30360734,0.1518036723136901,"Strong understanding of moving customers from SAP Process Integration (PI), Process Orchestration (PO), APIs, and middleware technologies to SAP Integration Suite, Familiar with SAP’s ISA -M methodology. Data Architecture and Management: Reporting and analytics, data modeling, master data management and governance, and data quality.",know_ef6593e46b30,,,
Moon,1,0.75,0.75,in-ecc31b93bd6c0dea,LLM,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.19047335,0.0,"Our Space Systems business designs and builds our extensive line of satellites, payloads, and their components, including spacecraft that have been selected to support NASA missions to the Moon and Mars and components used on the James Webb Space Telescope. SPACE SYSTEMS Rocket Lab Space Systems started with the CAPSTONE mission in support of NASA's Artemis program, launching a satellite into a unique Near Rectilinear Halo Orbit around the moon.",know_d502a50ed945,,,
Outlook),1,0.543,0.543,in-132d07933c8a86bb,BERT (standalone),,,,,,"Strong computer skills a must, including Microsoft Office suite (Excel, Word, Outlook) and ability to learn new systems (MIS, ADP/payroll software, etc.).",know_e9969128ef40,,,
risk signal models,1,0.849,0.849,in-688c9596567360d1,BERT+LLM,Cybersecurity,Strong_Growth,0.9,0.16451353,0.0,"This role combines full -stack engineering with AI integration, focusing on building intelligent dashboards, predictive risk models, and smart automation to enhance user yield strategies. Key Responsibilities Design and implement front -end components (React, TypeScript) and back -end systems (Node.js, Python, Go), including vault logic, API endpoints, and integrations with lending and AMM protocols. Architect and deploy AI features such as predictive analytics, risk signal models, and recommend",know_4b46b3c281d6,,,
RooCode,1,0.75,0.75,in-68c8bc8b4022b6bd,LLM,Database & Systems Administration,Moderate_Growth,0.5,0.1032967,0.0,"We don’t expect you to know them all but experience or exposure with some of these (or equivalents) will set you up for success in this team; Backend: .NET, C #, or willingness to learn Frontend: React.js, Next.js, Angular.js Architecture: Deep expertise in Microservices, GraphQL (Apollo), RESTful APIs, and domain -driven design. CI/CD: GitHub Actions, Jenkins, Bitbucket Pipelines, Gitlab Runners. Cloud knowledge with AWS Containerization using docker or kubernetes GenAI Studio(Copilot/RooCode/C",know_e8851482905f,,,
multi-brand complexity,1,0.833,0.833,in-6f2541ed7a92797d,BERT+LLM,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.17393404,0.0,"You’re equally comfortable in Figma and GitHub. You are outcome -oriented and are able to bring initiative and a self -starter attitude. You’re familiar with CMS -driven design environments and multi -brand complexity. You are passionate about your craft – you have a strong eye for hierarchy, typography, and composition, and an instinct for orchestrating these to create delightful interactions.",know_aa5278fc0471,,,
State Government projects,1,0.75,0.75,in-d7f955d1258c78ff,LLM,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.23515959,0.0,"This role will see you working as part of our highly experienced team where you will apply your prior engineering and analytical technical skills to produce engineering solutions for a range of AECOM’s Transport and Civil Infrastructure projects, including Cairns Ring Road and other large -scale State Government projects. Be part of a close -knit Far North Queensland office while connected to a national network of engineers and designers. Opportunity to apply prior Civil Engineering project expe",know_23ecfc4e6e7c,,,
derivatives,2,0.7145,0.7145,in-554dc0d2bef78a4c,BERT+LLM,Legacy Web Development,Decline,-0.4,0.16909188,0.0,"Familiarity with high -frequency trading (HFT) systems and algorithmic trading strategies is also crucial. Financial Acumen : A solid background in traditional finance or a related field, with knowledge of market structures, derivatives, and risk management. Leadership and Communication : Proven experience in leading and mentoring a team.",know_f75369b9e0ef,,,
encryption,1,0.812,0.812,in-ff00b1a5996442d1,BERT+LLM,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.25539497,0.0,"Splunk, QRadar), IDS/IPS, firewalls, EDR/XDR. Strong understanding of network security, encryption, authentication, and security protocols. Knowledge of threat intelligence frameworks (e.g.",know_5bdf74912a51,,,
technical areas,1,0.75,0.75,in-33f7ac68b9c721cf,LLM,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.45280913,0.1811236500740051,"Mentor junior team members and provide guidance in research design, technical areas, and stakeholder engagement.",know_6c26f172f55b,,,
SAP S/4HANA landscapes,1,0.75,0.75,in-e0ae2731dd70688b,LLM,Software Development & Engineering,Moderate_Growth,0.65,0.22218454,0.0,They lead a technical steering committee meeting where they present a vision for implementing AI -driven automation within SAP S/4HANA landscapes.,know_d0d8826dedc3,,,
EKS,1,0.75,0.75,in-59f89f855608fde0,LLM,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.2089229,0.0,"You're comfortable building rapid prototypes and iterating on proofs -of -concept to find the best path forward. Clear Communicator: You can articulate complex technical ideas and proposals, fostering open and productive design discussions. --------------------------------------------------------------------------------------------------------------------------------------- Bonus Nice to Haves Experience with our core stack: Databricks, Spark, Kafka, Airflow, Temporal, or dbt. Hands -on experien",know_f79368a88745,,,
IT infrastructure,2,0.75,0.75,in-ba065750a5c5f0dd,LLM,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.46409833,0.3944835841655731,Join us as we continue to innovate and improve our IT infrastructure.,know_5992bf91ab6d,,,
data management,1,0.75,0.75,in-07327cecfc3dbffe,LLM,Database & Systems Administration,Moderate_Growth,0.5,0.48787192,0.2439359575510025,"Australian Citizen). Flexibility to complete a wide range of site programs, with dedication to site safety. Ability to provide high -quality data management using industry -standard tools. Additional Information Why you’ll love working with us: Flexible work arrangements, including alternative start/finish times, part -time, job -sharing and hybrid work options Purchase up to 6 weeks additional annual leave per year Swap public holidays – swap Easter or other holidays for ones that suit you bett",know_58019e8728bb,,,
Criminal Histories,1,0.75,0.75,in-e636040385918d40,LLM,Routine Data Entry & Clerical,Decline,-0.6,0.256748,0.0,Those laws and regulations may restrict Fidelity from hiring and/or associating with individuals with certain Criminal Histories.,know_337f3d3aff70,,,
premium experiences,1,0.75,0.75,in-fed2502709b6e50b,LLM,Legacy Web Development,Decline,-0.4,0.2336326,0.0,"Across multiple global Business Units and Global Functions, we are shaping the future of audio technology, automotive, luxury, and premium experiences.",know_3390de4bea51,,,
new products,1,0.75,0.75,in-a5a2f0a9ae95c4fc,LLM,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.17148028,0.0,You will help determine data usability for client -focused use cases and support the development of new products.,know_bca2f010ec71,,,
Word,1,0.833,0.833,in-132d07933c8a86bb,BERT+LLM,Resilience & Adaptability,Strong_Growth,0.75,0.118303515,0.0,"Strong computer skills a must, including Microsoft Office suite (Excel, Word, Outlook) and ability to learn new systems (MIS, ADP/payroll software, etc.).",know_07a094a21079,,,
Power BI Desktop,1,0.75,0.75,in-a5314a07c4a9b99d,LLM,UX/UI & Digital Design,Moderate_Growth,0.55,0.12826677,0.0,"Leveraging LLM is a pivotal tool in this mission, and we aim to provide a seamless and engaging user experience across the Power BI Desktop application and powerbi.com.",know_a4c4c0f13e91,,,
data processing,1,0.552,0.552,in-48d18e48648d60a1,BERT (standalone),Routine Data Entry & Clerical,Decline,-0.6,0.33726442,-0.2023586511611938,"What You'll Do Work on our infrastructure together with the squad, making it reliable and efficient while delivering value to data producers and consumers within Spotify. Build large -scale Java and Apollo based backend systems and batch and real -time data pipelines with data processing frameworks like Scio and Apache Beam. Take an active part in the operational responsibilities for our own infrastructure Work in an autonomous, multi -functional agile team and collaborate with other squads in o",know_5eb5b45e7b9a,,,
Regulations,1,0.75,0.75,in-2650e0f960a33a06,LLM,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.19837204,0.0,"As a cybersecurity professional in EY Singapore, you will have the chance to work with an international connected team of specialists in serving our clients through providing independent assessments or implementation of cyber solutions that contributes toward their business resilience. Core Cybersecurity - You will work with your project team and the client to execute engagements which help the client to measure the effectiveness of its cybersecurity programs, assess the cybersecurity risk of a ",know_863171b8c7f5,,,
S4,1,0.485,0.485,in-8e8358720b2049a4,BERT (standalone),Cloud Computing & Infrastructure,Strong_Growth,0.85,0.17192788,0.0,"This role demands strong functional and technical knowledge of various IBP modules, including Demand, Supply, Inventory, and Sales and Operations Planning (SOP), plus experience working in SAP ECC/S4 HANA. BRIEF DESCRIPTION The primary responsibilities of this role are core customer support, innovation and proactive activities and participation in a continuous learning culture.",know_d59a89abb4af,,,
BTC liquidity,1,0.75,0.75,in-2884ab8cc272fed2,LLM,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.22630577,0.0,"You will be instrumental in shaping the platform's capabilities to manage BTC liquidity, ensuring Block products can support customer needs with unparalleled efficiency and simplicity.",know_71ac3dfa3731,,,
Advisory,1,0.75,0.75,in-c8b4987c770c7279,LLM,Human-AI Collaboration,Strong_Growth,0.95,0.23093523,0.0,"About SikichSikichis a global company specializing in Accounting, Advisory, and Technical professional services.",know_5da99ed2fa70,,,
Continuous Delivery,1,0.75,0.75,in-70d9729b33e91bda,LLM,Resilience & Adaptability,Strong_Growth,0.75,0.18157691,0.0,"Champion DevOps practices to enable continuous delivery and resilient, self -healing systems.",know_ae56b4646f05,,,
Amazon EventBridge,1,0.75,0.75,in-8cb2b3de05fe17bb,LLM,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.13309343,0.0,"While mastery across all phases isn’t a requirement, you will have the opportunity to experience the full lifecycle, polish your skills as a consultant who delivers real value, and most importantly, share your perspective as a technical specialist to ensure the proposed solution is technically awesome, fit -for -purpose and value -adding. Qualifications ------------------ To be successful in this role, you will need to demonstrate the following: Passionate about how customers can use technology ",know_56f2a913e151,,,
P&ID drawings,1,0.75,0.75,in-b031c23a1f705f18,LLM,UX/UI & Digital Design,Moderate_Growth,0.55,0.15544257,0.0,"Day to day responsibilities will include, but are not limited to: Developing PLC programming logic and SCADA HMI graphic screens for automation of water and wastewater treatment control systems. Working closely with other team members, including electrical, I &C, process, and process mechanical team members to coordinate the project requirements. Collaborating on automation control system design, including P &ID drawings, network architecture, and control schematics. Implementing PLC and SCADA H",know_d566f7482de4,,,
VRay,1,0.852,0.852,in-aafaf175d9daeacb,BERT+LLM,Game Development & Interactive Media,Moderate_Growth,0.6,0.1337132,0.0,"What youll bring to the team: Proficiency in 3D modelling using Autodesk 3ds Max, particularly for architectural projects (environments, buildings, furniture, etc.). A good understanding of large -scene optimization techniques. Familiarity with VRay for 3ds Max. Strong organisational skills, time management, and an eagle eye for detail. Good written and spoken English communication skills. Bonus points for a general understanding of PBR principles!",know_c0fac380a19a,,,
Electronic Arts,3,0.75,0.75,in-35bde22582c02ec9,LLM,UX/UI & Digital Design,Moderate_Growth,0.55,0.36566326,0.2011147931218147,"### General Information Locations: Vancouver, British Columbia, Canada Role ID 210363 Worker Type Regular Employee Studio/Department EA Studios - SPORTS Work Model Hybrid ### Description & Requirements Electronic Arts creates next -level entertainment experiences that inspire players and fans around the world.",know_e853db5fb971,,,
information security,1,0.75,0.75,in-772237960589a143,LLM,,,,,,"Ability to train/guide more junior resources.Corporate Security Responsibility All activities involving access to Mastercard assets, information, and networks comes with an inherent risk to the organization and, therefore, it is expected that every person working for, or on behalf of, Mastercard is responsible for information security and must: Abide by Mastercard’s security policies and practices; Ensure the confidentiality and integrity of the information being accessed; Report any suspected i",know_4ec62263fb1a,,,
cylinders,1,0.85,0.85,in-12dd56b9ad69fd1c,BERT+LLM,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.09540969,0.0,The assembling of large steel fabrications and associated ancillary equipment including hydraulic equipment i.e. cylinders and operation systems. About The Role What skills and qualifications do I need? HNC qualification or equivalent experience is preferred.,know_fd0c4aab3548,,,
user requirements,1,0.75,0.75,in-dd5e73322d081dbf,LLM,UX/UI & Digital Design,Moderate_Growth,0.55,0.35545626,0.1955009445548057,"Position Overview: As a Front -end Software Developer, you will design, develop, modify, test, and support user -facing software applications and systems in line with user requirements and technical specifications.",know_227baf22c7cd,,,
MRI scans,1,0.758,0.758,in-c6ef7dfd06cf5063,BERT+LLM,Database & Systems Administration,Moderate_Growth,0.5,0.11376786,0.0,"Other benefits of the Westfields package include: Up to £60 on sight tests, glasses, and contact lenses Up to £60 for dental work including check ups and routine treatment (private or NHS) Up to £50 for chiropody Up to £160 for professional therapy, including physiotherapy and acupuncture Up to £200 on specialist consultations and tests, including MRI scans and X -rays Up to £80 for health screening Retail discounts Volunteer Days We offer two paid days a year for colleagues to do voluntary work",know_44e6ecaf33ce,,,
applications,2,0.75,0.75,in-fd945c58fd3518ad,LLM,Database & Systems Administration,Moderate_Growth,0.5,0.37343773,0.1867188662290573,"This includes migrating to cloud, modernising complex applications, reducing cost to serve, developing new revenue streams, expanding into new geographies and segments, setting up for scale and driving efficiencies through consolidation of acquisitions.",know_b5fba9ff24d0,,,
"CD practices,",1,0.542,0.542,in-d21c6d79f936598b,BERT (standalone),Routine Maintenance Coding,Decline,-0.3,0.30597377,-0.0917921304702758,"We are looking for candidates with experience with cloud platform services and DevSecOps practices such as build/release management, CI/CD practices, and process automation.",know_dc198d8e1a43,,,
CMS,1,0.56,0.56,in-6f2541ed7a92797d,BERT (standalone),Database & Systems Administration,Moderate_Growth,0.5,0.324086,0.1620430052280426,"You’re equally comfortable in Figma and GitHub. You are outcome -oriented and are able to bring initiative and a self -starter attitude. You’re familiar with CMS -driven design environments and multi -brand complexity. You are passionate about your craft – you have a strong eye for hierarchy, typography, and composition, and an instinct for orchestrating these to create delightful interactions.",know_c7da501f5454,,,
criminal investigations,1,0.75,0.75,in-7d12206e33578a17,LLM,Cybersecurity,Strong_Growth,0.9,0.27494293,0.0,"To preview the Assessment Questionnaire, please click the following link: https: apply.usastaffing.gov/ViewQuestionnaire/12840510 To update your application, including supporting documentation, at any time during the announcement open period, return to your USAJOBS account (https: usajobs.gov).",know_d51719d2a44d,,,
Engagement,1,0.777,0.777,in-fbde9dda38466e73,BERT+LLM,,,,,,"Graduate Delivery Manager Work closely with stakeholders to manage scope, risks, and budgets for strategic IT projects. Contribute to initiatives spanning Technology, Education, Research, Administration, and Engagement and Dissemination. Support feature enhancements, implement change control, and assist with financial planning. 2 .",know_f034ccfdba0f,,,
Civil Engineering,2,0.7975,0.7975,in-d7f955d1258c78ff,BERT+LLM,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.31987333,0.1599366664886474,"This role will see you working as part of our highly experienced team where you will apply your prior engineering and analytical technical skills to produce engineering solutions for a range of AECOM’s Transport and Civil Infrastructure projects, including Cairns Ring Road and other large -scale State Government projects. Be part of a close -knit Far North Queensland office while connected to a national network of engineers and designers. Opportunity to apply prior Civil Engineering project expe",know_d414a275fffe,,,
fixed-price long-term contracts,1,0.75,0.75,in-c0a534d1052ec06c,LLM,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.22527543,0.0,"As a result, risk is offloaded to the customer using fixed -price long -term contracts.",know_bd6a9a073f20,,,
data insights,1,0.75,0.75,in-184a7a102cde8e55,LLM,Big Data & Analytics,Strong_Growth,0.9,0.41510805,0.3735972493886947,"Growth & Expansion Identify, qualify, and execute upsell and cross -sell opportunities across software, subscriptions, and services. Work closely with Solution Architects and Product teams to craft tailored proposals and close complex commercial opportunities. Drive expansion in underperforming regions alongside strategic partners Customer Value & Adoption Increase product adoption and value realization through tailored onboarding, enablement sessions, and adoption campaigns. Translate usage pat",know_75e5251fe4dd,,,
Shell,1,0.75,0.75,in-09c6e84249e26add,LLM,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.20951292,0.0,"Your ultimate goal is to develop comprehensive governance solutions that ensure the integrity, privacy, and security of Apple's diverse data assets. Preferred Qualifications Proficiency in designing and developing custom ETL pipelines using SQL and scripting languages (Python/Shell) and workflow management tools like Airflow.",know_ea89b68c34ce,,,
Cline,1,0.75,0.75,in-68c8bc8b4022b6bd,LLM,Routine Maintenance Coding,Decline,-0.3,0.14750539,0.0,"We don’t expect you to know them all but experience or exposure with some of these (or equivalents) will set you up for success in this team; Backend: .NET, C #, or willingness to learn Frontend: React.js, Next.js, Angular.js Architecture: Deep expertise in Microservices, GraphQL (Apollo), RESTful APIs, and domain -driven design. CI/CD: GitHub Actions, Jenkins, Bitbucket Pipelines, Gitlab Runners. Cloud knowledge with AWS Containerization using docker or kubernetes GenAI Studio(Copilot/RooCode/C",know_d843bd37c245,,,
Junifer,1,0.848,0.848,in-e622db2eb160aabb,BERT+LLM,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.19564056,0.0,"Salesforce, Junifer, Databricks experience.",know_bcc30363f37b,,,
Shielded Cloud Solutions,1,0.75,0.75,in-78cf01cb605e5896,LLM,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.36514717,0.3103750973939895,"We've delivered outcomes on programs such as Azure Stack Hub, Azure Protected, OpenStack Protected, Secret Cloud, and major national security system uplifts and continue to play a pivotal role in evolving sovereign cloud capability. The Role We are seeking three experienced Delinea Security Engineers to support critical government programs in highly classified environments.",know_e50a31f6f3a5,,,
MuleSoft development.,1,0.494,0.494,in-94c8e798911e3470,BERT (standalone),Process Automation & RPA,Moderate_Growth,0.5,0.23521885,0.0,"PREFERRED EDUCATION: Bachelor’s degree in computer science, Engineering, or a related field. 5 + years of software development experience, with at least 3 years of hands -on MuleSoft development. Strong knowledge of MuleSoft Anypoint Platform, including Anypoint Studio, API Manager, Runtime Manager. Proficiency in RAML/OpenAPI, DataWeave (Mule Expression Language), and MUnit testing framework. Experience with RESTful APIs, JSON, XML, JMS, and message queues. Familiarity with CI/CD tools (e.g., J",know_c29a8f9aae1c,,,
Threat Alerting,1,0.807,0.807,in-9219c006480bb1ef,BERT+LLM,Cybersecurity,Strong_Growth,0.9,0.27878132,0.0,"Accountabilities: Monitoring and Analysis of Information Security Events Information Security Threat Alerting Information Security Reporting Audit, Compliance, and Oversight Services Customer Support What you will bring Certificate or degree from an accredited college or university or equivalent experience Minimum of four years experience as an Information Technology practitioner or in another I.S. related function Experience using trouble ticketing systems (e.g.",know_789065bb0604,,,
mobile free-to-play games,1,0.75,0.75,in-de8e7ba9148abafc,LLM,Game Development & Interactive Media,Moderate_Growth,0.6,0.28528932,0.0,"As a Lead Game Designer at the publishing level, you will play a critical role in shaping the creative and strategic vision for our portfolio of mobile free -to -play (F2P) mobile games.",know_6a5cd14150eb,,,
Power Automate,1,0.664,0.664,in-07a9c2a299829676,BERT+LLM,Process Automation & RPA,Moderate_Growth,0.5,0.3465787,0.173289343714714,"Expected work includes : Design & Build: Collaborate with stakeholders to gather requirements, define user stories, and map out conversational flows. Develop: Use Microsoft Copilot Studio to build, configure, and refine chatbot topics, entities, and logic. Integrate: Leverage Power Automate (Flows) to connect the Bot to backend systems, databases, and APIs (e.g., retrieving user data, creating support tickets, looking up information). Leverage AI: Implement and fine -tune generative AI capabilit",know_92a34776da4d,,,
Aarcomm’s quality standards,1,0.75,0.75,in-80aa4c8b345e347c,LLM,UX/UI & Digital Design,Moderate_Growth,0.55,0.18394406,0.0,"Test, Debug & Document Debug firmware using lab equipment and tools such as oscilloscopes, logic analyzers, multimeters, in -circuit emulators and protocol sniffers. Create and maintain detailed technical and customer -facing documentation. Participate in detailed code reviews to ensure adherence to Aarcomm’s coding and quality standards.",know_60859b428d11,,,
MasterClass,1,0.75,0.75,in-9c8a76d26db744ab,LLM,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.21448958,0.0,"We need someone who can produce at the quality and engagement level of MasterClass or Apple — elevated, sophisticated, premium — while still driving direct click -through results.",know_1b5913756923,,,
SAP Process Integration (PI),1,0.803,0.803,in-57793e22513bd508,BERT+LLM,Process Automation & RPA,Moderate_Growth,0.5,0.2977836,0.0,"Strong understanding of moving customers from SAP Process Integration (PI), Process Orchestration (PO), APIs, and middleware technologies to SAP Integration Suite, Familiar with SAP’s ISA -M methodology. Data Architecture and Management: Reporting and analytics, data modeling, master data management and governance, and data quality.",know_a72d346c1149,,,
project governance,1,0.75,0.75,in-1f4ca5ad774310ff,LLM,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.36051652,0.1982840850949287,"At Elior, we believe that when you love where you work, it shows.",know_43f076ebeab8,,,
Telecommunications,1,0.75,0.75,in-89712fadfea7b931,LLM,,,,,,"IP Solution Architect ========================= Date: 20 Nov 2025 Location: Macquarie Park, Australia Company: Singtel Group Please note: This role can be based in either our Sydney or Melbourne offices, and we encourage talent from both locations to apply. Optus is an Australian telecommunications company, delivering more than 11 million services to our customers every day across mobile, broadband and digital solutions.",know_ba075f9e9782,,,
Coles Technology,1,0.75,0.75,in-ac42d75212a2c6d3,LLM,Legacy Web Development,Decline,-0.4,0.2275121,0.0,"Operating as a centralised development and enablement function within Coles Technology, the team unites product, engineering, and platform capabilities to deliver the intelligence layer of the enterprise.",know_e8d024f16575,,,
Cloud Services Management,1,0.75,0.75,in-1ad9cd829d0361cc,LLM,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.52189815,0.4436134278774261,"Senior Cloud Engineer Location: Hybrid, Office based or fully remote role based in New Zealand, Christchurch. Position Summary: Bentley Systems is seeking a Senior Cloud Engineer to become a valued member of the Bentley Cloud Services Management (BCSM) team.",know_42fa8f6d1ca8,,,
sustainable energy sources,1,0.75,0.75,in-3c2433bacd2dab1d,LLM,Environmental & Sustainability Technology,Moderate_Growth,0.6,0.42132857,0.2527971446514129,"We’re bridging two worlds, moving towards more sustainable energy sources, while helping to provide the energy, chemicals and resources needed now. Senior Instrumentation & Control (I &C) Engineer Denver, CO Purpose of the Role As a Senior Instrumentation & Control (I &C) Engineer , you will provide expert I &C engineering services to Worley and its customers.",know_2703448867df,,,
UX Designer,1,0.75,0.75,in-658c4fd7b83ad1d3,LLM,UX/UI & Digital Design,Moderate_Growth,0.55,0.52982605,0.2914043247699738,"This, coupled with the company's genuine care for its employees and the flexibility to work remotely, makes Absorb more than just a workplace - it's a vibrant ecosystem that nurtures your career as a UX Designer."" - Nikki Robinson, Senior Product Designer About the Role We’re looking for an Intermediate Product Designer to join our growing design team.",know_5ef836b9ccc9,,,
HTML,2,0.6535,0.6535,in-df6f85e26c061439,BERT (standalone),Legacy Web Development,Decline,-0.4,0.4242158,-0.1696863174438476,"Our multi -year vision is to build a comprehensive, single source of truth finance data platform for AWS that automates repetitive data sourcing, data validation, and reporting processes to free finance users to spend more time performing complex analyses, supporting business decisions, and telling the story.BASIC QUALIFICATIONS ------------------------ 3 + years of delivering design solutions as a UX designer or interaction designer experience Have an available online portfolio PREFERRED QUALIF",know_4c4ad5fca2e7,,,
FinTech products,1,0.75,0.75,in-df6f85e26c061439,LLM,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.32723123,0.2290618598461151,"Our multi -year vision is to build a comprehensive, single source of truth finance data platform for AWS that automates repetitive data sourcing, data validation, and reporting processes to free finance users to spend more time performing complex analyses, supporting business decisions, and telling the story.BASIC QUALIFICATIONS ------------------------ 3 + years of delivering design solutions as a UX designer or interaction designer experience Have an available online portfolio PREFERRED QUALIF",know_8a9412388ee5,,,
TensorRT,1,0.847,0.847,in-6fa8aa41b2610450,BERT+LLM,AI & Machine Learning,Strong_Growth,1.0,0.1968121,0.0,"Preferred Qualifications Machine Learning Frameworks: Exposure to popular machine learning frameworks (TensorFlow, PyTorch) and their integration into MLOps processes Inference Acceleration: Familiarity with leveraging inference accelerator tools (ONNX, TensorRT, Triton) for real -time and high -throughput inference runtimes Monitoring Tools: Familiarity / experience with monitoring and logging tools (e.g., Prometheus, Grafana, or ELK Stack) for tracking model and system performance Learn More /",know_61918500e2bc,,,
